G	1.7	44	K	19	3395	22.13	M
G	6.1	44	K	19	3661	22.13	M
G	99.9	44	SC	21	1157	3.927	H
G	86.7	44	SC	21	271.1	58.6	H
G	1.2	44	SC	21	1002	58.6	H
G	1.2	44	SC	21	1126	58.6	H
G	1.2	44	SC	21	1157	58.6	H
G-X-KA2	5.01	44	TI	22	4.0861	63	Y
G-X-KA1	10.0	44	TI	22	4.0906	63	Y
G	94.4	44	TI	22	67.875	63	Y
G	96.2	44	TI	22	78.337	63	Y
G	74.0	45	K	19	174.28	17.3	M
G	1.26	45	K	19	492.5	17.3	M
G	1.2	45	K	19	512	17.3	M
G	7.6	45	K	19	957.5	17.3	M
G	8.5	45	K	19	1260.3	17.3	M
G	2.7	45	K	19	1336.4	17.3	M
G	4.2	45	K	19	1434.5	17.3	M
G	53.0	45	K	19	1705.6	17.3	M
G	14.1	45	K	19	2353.6	17.3	M
G	2.74	45	K	19	2596.7	17.3	M
G-X-KA1	1.519	45	TI	22	4.0906	184.8	M
G	99.984	46	SC	21	889.277	83.81	D
G	99.987	46	SC	21	1120.545	83.81	D
G	6.2	47	CA	20	489.23	4.536	D
G	6.2	47	CA	20	807.86	4.536	D
G	71.0	47	CA	20	1297.09	4.536	D
G	68.3	47	SC	21	159.381	3.3492	D
G	7.48	48	SC	21	175.361	43.67	H
G	100.1	48	SC	21	983.526	43.67	H
G	97.6	48	SC	21	1037.522	43.67	H
G	2.38	48	SC	21	1212.88	43.67	H
G	100.1	48	SC	21	1312.12	43.67	H
G-X-KA2	2.91	48	V	23	4.50486	15.9735	D
G-X-KA1	5.77	48	V	23	4.51084	15.9735	D
G	7.76	48	V	23	944.132	15.9735	D
G	100.0	48	V	23	983.521	15.9735	D
G	97.5	48	V	23	1312.096	15.9735	D
G	2.41	48	V	23	2240.395	15.9735	D
G-X-KA2	6.34	48	CR	24	4.94464	21.56	H
G-X-KA1	12.6	48	CR	24	4.9522	21.56	H
G	96.0	48	CR	24	112.31	21.56	H
G	100.0	48	CR	24	308.24	21.56	H
G	92.1	49	CA	20	3084.4	8.718	M
G	7.0	49	CA	20	4071.9	8.718	M
G-X-KA2	5.78	49	V	23	4.50486	330	D
G-X-KA1	11.47	49	V	23	4.51084	330	D
G-X-KA1	1.69	49	CR	24	4.9522	42.3	M
G	16.4	49	CR	24	62.289	42.3	M
G	53.2	49	CR	24	90.639	42.3	M
G	30.3	49	CR	24	152.928	42.3	M
G-X-KA2	6.6	51	CR	24	4.94464	27.7025	D
G-X-KA1	13.1	51	CR	24	4.9522	27.7025	D
G	9.92	51	CR	24	320.0824	27.7025	D
G	1.68	52	MN	25	377.738	21.1	M
G	98.3	52	MN	25	1434.06	21.1	M
G-X-KA2	5.25	52	MN	25	5.40551	5.591	D
G-X-KA1	10.4	52	MN	25	5.41472	5.591	D
G	90.0	52	MN	25	744.233	5.591	D
G	3.32	52	MN	25	848.18	5.591	D
G	94.5	52	MN	25	935.544	5.591	D
G	4.21	52	MN	25	1246.278	5.591	D
G	5.07	52	MN	25	1333.649	5.591	D
G	100.0	52	MN	25	1434.092	5.591	D
G-X-KA2	3.77	52	FE	26	5.88765	8.275	H
G-X-KA1	7.44	52	FE	26	5.89875	8.275	H
G	90.0	52	FE	26	168.688	8.275	H
G	9.0	52	FE	26	168.688	8.275	H
G-X-KA2	7.43	53	MN	25	5.40551	3,70E+06	Y
G-X-KA1	14.7	53	MN	25	5.41472	3,70E+06	Y
G-X-KA2	7.43	54	MN	25	5.40551	312.12	D
G-X-KA1	14.7	54	MN	25	5.41472	312.12	D
G	99.976	54	MN	25	834.848	312.12	D
G-X-KA2	8.24	55	FE	26	5.88765	2.73	Y
G-X-KA1	16.28	55	FE	26	5.89875	2.73	Y
G-X-KA2	2.22	55	CO	27	6.39084	17.53	H
G-X-KA1	4.38	55	CO	27	6.40384	17.53	H
G	1.16	55	CO	27	91.9	17.53	H
G	1.07	55	CO	27	411.5	17.53	H
G	20.2	55	CO	27	477.2	17.53	H
G	1.87	55	CO	27	803.7	17.53	H
G	75.0	55	CO	27	931.1	17.53	H
G	7.1	55	CO	27	1316.6	17.53	H
G	2.9	55	CO	27	1370	17.53	H
G	16.9	55	CO	27	1408.5	17.53	H
G	98.9	56	MN	25	846.754	2.5789	H
G	27.2	56	MN	25	1810.72	2.5789	H
G	14.3	56	MN	25	2113.05	2.5789	H
G-X-KA2	7.4	56	CO	27	6.39084	77.233	D
G-X-KA1	14.6	56	CO	27	6.40384	77.233	D
G	99.94	56	CO	27	846.771	77.233	D
G	1.449	56	CO	27	977.373	77.233	D
G	14.17	56	CO	27	1037.84	77.233	D
G	2.288	56	CO	27	1175.102	77.233	D
G	66.9	56	CO	27	1238.282	77.233	D
G	4.29	56	CO	27	1360.215	77.233	D
G	15.47	56	CO	27	1771.351	77.233	D
G	3.04	56	CO	27	2015.181	77.233	D
G	7.89	56	CO	27	2034.755	77.233	D
G	17.3	56	CO	27	2598.459	77.233	D
G	1.16	56	CO	27	3009.596	77.233	D
G	3.32	56	CO	27	3201.962	77.233	D
G	8.12	56	CO	27	3253.416	77.233	D
G	1.93	56	CO	27	3272.99	77.233	D
G-X-L	4.3	56	NI	28	0.78	6.075	D
G-X-KA2	10.07	56	NI	28	6.9153	6.075	D
G-X-KA1	19.85	56	NI	28	6.93032	6.075	D
G	98.8	56	NI	28	158.38	6.075	D
G	36.5	56	NI	28	269.5	6.075	D
G	36.5	56	NI	28	480.44	6.075	D
G	49.5	56	NI	28	749.95	6.075	D
G	86.0	56	NI	28	811.85	6.075	D
G	14.0	56	NI	28	1561.8	6.075	D
G-X-KA2	16.8	57	CO	27	6.39084	271.74	D
G-X-KA1	33.1	57	CO	27	6.40384	271.74	D
G	9.16	57	CO	27	14.4129	271.74	D
G	85.6	57	CO	27	122.06065	271.74	D
G	10.68	57	CO	27	136.4736	271.74	D
G-X-KA2	5.69	57	NI	28	6.9153	35.6	H
G-X-KA1	11.22	57	NI	28	6.93032	35.6	H
G	16.7	57	NI	28	127.164	35.6	H
G	81.7	57	NI	28	1377.63	35.6	H
G	5.75	57	NI	28	1757.55	35.6	H
G	12.3	57	NI	28	1919.52	35.6	H
G	8.6	57	CU	29	1112.6	196.3	MS
G-X-KA2	8.1	58	CO	27	6.9153	9.04	H
G-X-KA1	16.0	58	CO	27	6.93032	9.04	H
G-X-KA2	7.79	58	CO	27	6.39084	70.86	D
G-X-KA1	15.4	58	CO	27	6.40384	70.86	D
G	99.45	58	CO	27	810.775	70.86	D
G	1.02	59	FE	26	142.652	44.503	D
G	3.08	59	FE	26	192.349	44.503	D
G	56.5	59	FE	26	1099.251	44.503	D
G	43.2	59	FE	26	1291.596	44.503	D
G-X-KA2	10.03	59	NI	28	6.9153	76000	Y
G-X-KA1	19.77	59	NI	28	6.93032	76000	Y
G	99.9736	60	CO	27	1173.237	5.2714	Y
G	99.9856	60	CO	27	1332.501	5.2714	Y
G-X-KA2	8.94	60	CO	27	6.9153	10.467	M
G-X-KA1	17.62	60	CO	27	6.93032	10.467	M
G	2.0359	60	CO	27	58.603	10.467	M
G-X-KA1	1.69	60	CU	29	7.47815	23.7	M
G	3.52	60	CU	29	467.3	23.7	M
G	1.67	60	CU	29	497.9	23.7	M
G	21.7	60	CU	29	826.4	23.7	M
G	2.02	60	CU	29	909.2	23.7	M
G	2.73	60	CU	29	952.4	23.7	M
G	3.7	60	CU	29	1035.2	23.7	M
G	1.06	60	CU	29	1110.5	23.7	M
G	1.85	60	CU	29	1293.7	23.7	M
G	88.0	60	CU	29	1333	23.7	M
G	45.4	60	CU	29	1791.6	23.7	M
G	4.8	60	CU	29	1861.6	23.7	M
G	2.2	60	CU	29	1936.9	23.7	M
G	3.34	60	CU	29	2158.9	23.7	M
G	1.06	60	CU	29	2746.1	23.7	M
G	4.8	60	CU	29	3124.1	23.7	M
G	2.02	60	CU	29	3194.1	23.7	M
G	2.0359	60	FE	26	58.603	1,50E+06	Y
G-X-KA2	1.27	61	CO	27	7.46089	1.65	H
G-X-KA1	2.5	61	CO	27	7.47815	1.65	H
G	84.7	61	CO	27	67.415	1.65	H
G	3.6	61	CO	27	909.2	1.65	H
G-X-KA2	4.3	61	CU	29	7.46089	3.333	H
G-X-KA1	8.4	61	CU	29	7.47815	3.333	H
G	4.2	61	CU	29	67.412	3.333	H
G	12.2	61	CU	29	282.956	3.333	H
G	2.1	61	CU	29	373.05	3.333	H
G	1.17	61	CU	29	588.605	3.333	H
G	10.8	61	CU	29	656.008	3.333	H
G	1.1	61	CU	29	908.631	3.333	H
G	3.7	61	CU	29	1185.234	3.333	H
G	1.72	62	CO	27	777.5	13.91	M
G	1.28	62	CO	27	875	13.91	M
G	1.29	62	CO	27	1129	13.91	M
G	68.0	62	CO	27	1163.5	13.91	M
G	97.7	62	CO	27	1172.9	13.91	M
G	6.7	62	CO	27	1718.7	13.91	M
G	18.6	62	CO	27	2003.7	13.91	M
G	6.4	62	CO	27	2104.7	13.91	M
G	1.79	62	CO	27	2301.9	13.91	M
G	1.09	62	CO	27	2882.3	13.91	M
G-X-KA2	12.7	62	ZN	30	8.02783	9.26	H
G-X-KA1	24.9	62	ZN	30	8.04778	9.26	H
G	25.5	62	ZN	30	40.85	9.26	H
G	2.52	62	ZN	30	243.36	9.26	H
G	1.9	62	ZN	30	246.95	9.26	H
G	1.35	62	ZN	30	260.43	9.26	H
G	2.24	62	ZN	30	394.03	9.26	H
G	14.8	62	ZN	30	507.6	9.26	H
G	15.3	62	ZN	30	548.35	9.26	H
G	26.0	62	ZN	30	596.56	9.26	H
G-X-KA1	1.66	63	ZN	30	8.04778	38.47	M
G	8.2	63	ZN	30	669.62	38.47	M
G	6.5	63	ZN	30	962.06	38.47	M
G-X-KA2	4.76	64	CU	29	7.46089	12.7	H
G-X-KA1	9.36	64	CU	29	7.47815	12.7	H
G	4.81	65	NI	28	366.27	2.51719	H
G	15.43	65	NI	28	1115.53	2.51719	H
G	23.59	65	NI	28	1481.84	2.51719	H
G-X-KA2	11.51	65	ZN	30	8.02783	244.26	D
G-X-KA1	22.6	65	ZN	30	8.04778	244.26	D
G	50.6	65	ZN	30	1115.546	244.26	D
G-X-KA2	6.5	65	GA	31	8.61578	15.2	M
G-X-KA1	12.8	65	GA	31	8.63886	15.2	M
G	4.9	65	GA	31	53.93	15.2	M
G	11.4	65	GA	31	61.2	15.2	M
G	54.0	65	GA	31	115.09	15.2	M
G	8.9	65	GA	31	153	15.2	M
G	2.5	65	GA	31	206.9	15.2	M
G	8.1	65	GA	31	751.8	15.2	M
G	1.3	65	GA	31	768.9	15.2	M
G	1.8	65	GA	31	932.2	15.2	M
G	9.23	66	CU	29	1039.2	5.12	M
G-X-KA2	5.72	66	GA	31	8.61578	9.49	H
G-X-KA1	11.21	66	GA	31	8.63886	9.49	H
G	5.89	66	GA	31	833.537	9.49	H
G	36.9	66	GA	31	1039.231	9.49	H
G	1.2	66	GA	31	1333.12	9.49	H
G	2.08	66	GA	31	1918.341	9.49	H
G	5.58	66	GA	31	2189.631	9.49	H
G	1.92	66	GA	31	2422.544	9.49	H
G	23.3	66	GA	31	2751.852	9.49	H
G	1.55	66	GA	31	3228.824	9.49	H
G	1.49	66	GA	31	3380.882	9.49	H
G	1.11	66	GA	31	3791.036	9.49	H
G	1.3	66	GA	31	4085.875	9.49	H
G	4.04	66	GA	31	4295.224	9.49	H
G	1.82	66	GA	31	4806.06	9.49	H
G-X-KA2	14.7	66	GE	32	9.22482	2.26	H
G-X-KA1	28.8	66	GE	32	9.25174	2.26	H
G	1.56	66	GE	32	22.43	2.26	H
G	1.1	66	GE	32	42.83	2.26	H
G	28.7	66	GE	32	43.89	2.26	H
G	7.1	66	GE	32	65.12	2.26	H
G	10.4	66	GE	32	108.85	2.26	H
G	1.3	66	GE	32	147.79	2.26	H
G	5.6	66	GE	32	182.03	2.26	H
G	5.7	66	GE	32	190.2	2.26	H
G	5.36	66	GE	32	245.71	2.26	H
G	10.4	66	GE	32	272.97	2.26	H
G	2.48	66	GE	32	302.52	2.26	H
G	8.6	66	GE	32	338.05	2.26	H
G	27.9	66	GE	32	381.85	2.26	H
G	7.4	66	GE	32	470.62	2.26	H
G	3.24	66	GE	32	472	2.26	H
G	6.11	66	GE	32	536.74	2.26	H
G	4.24	66	GE	32	705.94	2.26	H
G-X-KA2	1.94	67	CU	29	8.61578	61.83	H
G-X-KA1	3.8	67	CU	29	8.63886	61.83	H
G	7.0	67	CU	29	91.266	61.83	H
G	16.1	67	CU	29	93.311	61.83	H
G	48.7	67	CU	29	184.577	61.83	H
G-X-KA1	1.76	67	GE	32	9.25174	18.9	M
G	84.0	67	GE	32	167.01	18.9	M
G	1.47	67	GE	32	359.5	18.9	M
G	2.4	67	GE	32	728.7	18.9	M
G	3.0	67	GE	32	828.3	18.9	M
G	3.1	67	GE	32	911.2	18.9	M
G	3.0	67	GE	32	914.8	18.9	M
G	1.13	67	GE	32	981.3	18.9	M
G	1.03	67	GE	32	1081.3	18.9	M
G	4.9	67	GE	32	1472.8	18.9	M
G	1.32	67	GE	32	1809.4	18.9	M
G-X-KA2	17.0	67	GA	31	8.61578	3.2612	D
G-X-KA1	33.3	67	GA	31	8.63886	3.2612	D
G	3.16	67	GA	31	91.266	3.2612	D
G	39.2	67	GA	31	93.311	3.2612	D
G	21.2	67	GA	31	184.577	3.2612	D
G	2.4	67	GA	31	208.951	3.2612	D
G	16.8	67	GA	31	300.219	3.2612	D
G	4.68	67	GA	31	393.529	3.2612	D
G-X-KA2	1.385	68	GA	31	8.61578	67.629	M
G-X-KA1	2.71	68	GA	31	8.63886	67.629	M
G	3.0	68	GA	31	1077.33	67.629	M
G-X-KA2	13.07	68	GE	32	9.22482	270.82	D
G-X-KA1	25.6	68	GE	32	9.25174	270.82	D
G-X-KA1	1.26	69	ZN	30	8.63886	13.76	H
G	94.77	69	ZN	30	438.634	13.76	H
G-X-KA2	10.2	69	GE	32	9.22482	39.05	H
G-X-KA1	20.0	69	GE	32	9.25174	39.05	H
G	1.55	69	GE	32	318.63	39.05	H
G	13.3	69	GE	32	574.11	39.05	H
G	11.9	69	GE	32	871.98	39.05	H
G	36.0	69	GE	32	1106.77	39.05	H
G	4.5	69	GE	32	1336.6	39.05	H
G-X-KA2	1.5	69	AS	33	9.85532	15.23	M
G-X-KA1	2.94	69	AS	33	9.88642	15.23	M
G	3.44	69	AS	33	86.79	15.23	M
G	4.96	69	AS	33	145.96	15.23	M
G	10.92	69	AS	33	232.73	15.23	M
G	1.42	69	AS	33	287.3	15.23	M
G	1.03	69	AS	33	398.1	15.23	M
G-X-KA2	1.39	70	AS	33	9.85532	52.6	M
G-X-KA1	2.71	70	AS	33	9.88642	52.6	M
G	2.7	70	AS	33	175.3	52.6	M
G	3.0	70	AS	33	252.3	52.6	M
G	1.01	70	AS	33	492.2	52.6	M
G	16.8	70	AS	33	595.2	52.6	M
G	4.0	70	AS	33	607.6	52.6	M
G	21.8	70	AS	33	668.4	52.6	M
G	21.5	70	AS	33	744.8	52.6	M
G	3.2	70	AS	33	889.3	52.6	M
G	2.02	70	AS	33	893.1	52.6	M
G	1.43	70	AS	33	901.9	52.6	M
G	12.5	70	AS	33	905.7	52.6	M
G	1.43	70	AS	33	942.1	52.6	M
G	81.0	70	AS	33	1040	52.6	M
G	3.0	70	AS	33	1040	52.6	M
G	4.5	70	AS	33	1099.3	52.6	M
G	21.8	70	AS	33	1114.3	52.6	M
G	3.3	70	AS	33	1118.1	52.6	M
G	9.2	70	AS	33	1339.4	52.6	M
G	8.8	70	AS	33	1412.5	52.6	M
G	1.6	70	AS	33	1496.1	52.6	M
G	5.2	70	AS	33	1523.3	52.6	M
G	18.4	70	AS	33	1707.9	52.6	M
G	4.0	70	AS	33	1781.3	52.6	M
G	3.0	70	AS	33	2007.7	52.6	M
G	17.2	70	AS	33	2020	52.6	M
G-X-L	1.2	70	SE	34	1.28	41.1	M
G-X-KA2	19.7	70	SE	34	10.508	41.1	M
G-X-KA1	38.3	70	SE	34	10.5437	41.1	M
G	1.92	70	SE	34	32.05	41.1	M
G	35.8	70	SE	34	49.51	41.1	M
G	1.57	70	SE	34	113.53	41.1	M
G	3.52	70	SE	34	132.54	41.1	M
G	2.62	70	SE	34	135.63	41.1	M
G	4.89	70	SE	34	202.73	41.1	M
G	2.85	70	SE	34	244.14	41.1	M
G	1.83	70	SE	34	255.86	41.1	M
G	2.76	70	SE	34	263.2	41.1	M
G	2.82	70	SE	34	293.59	41.1	M
G	9.43	70	SE	34	376.65	41.1	M
G	2.1	70	SE	34	413.91	41.1	M
G	29.1	70	SE	34	426.15	41.1	M
G	1.28	70	SE	34	499.7	41.1	M
G	2.9	71	ZN	30	121.48	3.96	H
G	5.6	71	ZN	30	142.6	3.96	H
G	93.0	71	ZN	30	386.28	3.96	H
G	2.6	71	ZN	30	389.87	3.96	H
G	1.12	71	ZN	30	453.08	3.96	H
G	62.0	71	ZN	30	487.34	3.96	H
G	28.4	71	ZN	30	511.55	3.96	H
G	27.9	71	ZN	30	596.07	3.96	H
G	57.0	71	ZN	30	620.19	3.96	H
G	3.3	71	ZN	30	753.41	3.96	H
G	2.05	71	ZN	30	771.26	3.96	H
G	4.3	71	ZN	30	964.7	3.96	H
G	1.21	71	ZN	30	988.6	3.96	H
G	2.0	71	ZN	30	1107.4	3.96	H
G-X-KA2	13.24	71	GE	32	9.22482	11.43	D
G-X-KA1	25.9	71	GE	32	9.25174	11.43	D
G-X-KA2	11.61	71	AS	33	9.85532	65.28	H
G-X-KA1	22.7	71	AS	33	9.88642	65.28	H
G	82.0	71	AS	33	174.954	65.28	H
G	3.03	71	AS	33	326.785	65.28	H
G	3.62	71	AS	33	499.876	65.28	H
G	4.08	71	AS	33	1095.49	65.28	H
G-X-KA2	14.0	72	ZN	30	9.22482	46.5	H
G-X-KA1	28.0	72	ZN	30	9.25174	46.5	H
G	8.3	72	ZN	30	16.4	46.5	H
G	1.74	72	ZN	30	79.4	46.5	H
G	2.16	72	ZN	30	88.7	46.5	H
G	2.32	72	ZN	30	102.8	46.5	H
G	2.07	72	ZN	30	112.1	46.5	H
G	82.9	72	ZN	30	144.7	46.5	H
G	9.37	72	ZN	30	191.5	46.5	H
G	5.54	72	GA	31	600.95	14.1	H
G	24.8	72	GA	31	629.96	14.1	H
G	3.2	72	GA	31	786.44	14.1	H
G	2.01	72	GA	31	810.2	14.1	H
G	95.63	72	GA	31	834.03	14.1	H
G	9.88	72	GA	31	894.25	14.1	H
G	1.104	72	GA	31	970.55	14.1	H
G	6.91	72	GA	31	1050.69	14.1	H
G	1.454	72	GA	31	1230.86	14.1	H
G	1.13	72	GA	31	1260.1	14.1	H
G	1.565	72	GA	31	1276.76	14.1	H
G	3.55	72	GA	31	1464	14.1	H
G	4.24	72	GA	31	1596.68	14.1	H
G	5.25	72	GA	31	1861.09	14.1	H
G	1.042	72	GA	31	2109.5	14.1	H
G	25.9	72	GA	31	2201.66	14.1	H
G	7.68	72	GA	31	2490.98	14.1	H
G	12.78	72	GA	31	2507.79	14.1	H
G-X-KA2	1.694	72	AS	33	9.85532	26	H
G-X-KA1	3.31	72	AS	33	9.88642	26	H
G	7.92	72	AS	33	629.92	26	H
G	79.5	72	AS	33	833.99	26	H
G	1.11	72	AS	33	1464	26	H
G-X-L	1.2	72	SE	34	1.28	8.4	D
G-X-KA2	21.1	72	SE	34	10.508	8.4	D
G-X-KA1	41.0	72	SE	34	10.5437	8.4	D
G	58.0	72	SE	34	46	8.4	D
G	79.8	73	GA	31	297.32	4.86	H
G	11.2	73	GA	31	325.7	4.86	H
G	4.2	73	GA	31	739.42	4.86	H
G	1.44	73	GA	31	767.8	4.86	H
G	1.28	73	GA	31	1065.1	4.86	H
G-X-L	1.9	73	AS	33	1.19	80.3	D
G-X-KA2	30.3	73	AS	33	9.85532	80.3	D
G-X-KA1	59.3	73	AS	33	9.88642	80.3	D
G	10.34	73	AS	33	53.437	80.3	D
G-X-KA2	1.07	73	SE	34	10.508	39.8	M
G-X-KA1	2.09	73	SE	34	10.5437	39.8	M
G-X-KA2	2.48	73	SE	34	11.1814	39.8	M
G-X-KA1	4.82	73	SE	34	11.2224	39.8	M
G	2.6	73	SE	34	67.07	39.8	M
G	2.03	73	SE	34	84	39.8	M
G	2.36	73	SE	34	253.7	39.8	M
G	1.63	73	SE	34	393.43	39.8	M
G	1.25	73	SE	34	401.47	39.8	M
G-X-KA2	8.1	73	SE	34	10.508	7.15	H
G-X-KA1	15.8	73	SE	34	10.5437	7.15	H
G	70.0	73	SE	34	67.07	7.15	H
G	97.0	73	SE	34	361.2	7.15	H
G-X-KA2	5.1	74	AS	33	9.85532	17.77	D
G-X-KA1	10.0	74	AS	33	9.88642	17.77	D
G	59.0	74	AS	33	595.83	17.77	D
G	15.4	74	AS	33	634.78	17.77	D
G-X-KA2	1.88	74	BR	35	11.1814	25.4	M
G-X-KA1	3.66	74	BR	35	11.2224	25.4	M
G	18.1	74	BR	35	218.9	25.4	M
G	14.1	74	BR	35	634.2	25.4	M
G	64.1	74	BR	35	634.8	25.4	M
G	4.0	74	BR	35	984.9	25.4	M
G	5.19	74	BR	35	1022.8	25.4	M
G	1.54	74	BR	35	1203.9	25.4	M
G	1.35	74	BR	35	1225.7	25.4	M
G	6.7	74	BR	35	1268.9	25.4	M
G	1.09	74	BR	35	1474.5	25.4	M
G	1.35	74	BR	35	1715.7	25.4	M
G	1.2	74	BR	35	1743.9	25.4	M
G	1.6	74	BR	35	1882.3	25.4	M
G	1.47	74	BR	35	1949.6	25.4	M
G	1.35	74	BR	35	1981	25.4	M
G	2.88	74	BR	35	2130.6	25.4	M
G	1.7	74	BR	35	2270.6	25.4	M
G	2.82	74	BR	35	2396.1	25.4	M
G	7.37	74	BR	35	2615.2	25.4	M
G	5.2	74	BR	35	2661.6	25.4	M
G	1.54	74	BR	35	2704	25.4	M
G	2.05	74	BR	35	2770.8	25.4	M
G	1.67	74	BR	35	2904.5	25.4	M
G	6.2	74	BR	35	3249.9	25.4	M
G	2.76	74	BR	35	3295.5	25.4	M
G	1.22	74	BR	35	3460	25.4	M
G	5.58	74	BR	35	3624.6	25.4	M
G	2.56	74	BR	35	3631.9	25.4	M
G	1.79	74	BR	35	3733.3	25.4	M
G	4.04	74	BR	35	3788	25.4	M
G	1.28	74	BR	35	3852.4	25.4	M
G	1.41	74	BR	35	3901.5	25.4	M
G	2.31	74	BR	35	3972.7	25.4	M
G	1.09	74	BR	35	4266.5	25.4	M
G	1.35	74	BR	35	4342.4	25.4	M
G	4.2	74	BR	35	4379.6	25.4	M
G-X-KA2	1.97	74	BR	35	11.1814	46	M
G-X-KA1	3.84	74	BR	35	11.2224	46	M
G	5.02	74	BR	35	219	46	M
G	6.7	74	BR	35	615.15	46	M
G	16.4	74	BR	35	634.3	46	M
G	91.2	74	BR	35	634.8	46	M
G	35.6	74	BR	35	728.3	46	M
G	2.5	74	BR	35	744.7	46	M
G	5.1	74	BR	35	838.96	46	M
G	3.4	74	BR	35	984.7	46	M
G	5.2	74	BR	35	1200.5	46	M
G	6.7	74	BR	35	1249.5	46	M
G	8.8	74	BR	35	1269.1	46	M
G	2.0	74	BR	35	1294.6	46	M
G	2.3	74	BR	35	1366.6	46	M
G	1.8	74	BR	35	1455.7	46	M
G	1.46	74	BR	35	1473.1	46	M
G	3.0	74	BR	35	1714.8	46	M
G	3.0	74	BR	35	1714.8	46	M
G	1.0	74	BR	35	2183.4	46	M
G	2.5	74	BR	35	2283.8	46	M
G	3.4	74	BR	35	2312.1	46	M
G	1.19	74	BR	35	2388.3	46	M
G	1.19	74	BR	35	2701.8	46	M
G	1.0	74	BR	35	3153.3	46	M
G	1.09	74	BR	35	3173.1	46	M
G	1.4	74	BR	35	3297.7	46	M
G	1.19	74	BR	35	3336.3	46	M
G	1.28	74	BR	35	3430.8	46	M
G	1.09	74	BR	35	3806.7	46	M
G	1.5	74	BR	35	3861.8	46	M
G	1.09	74	BR	35	3951.5	46	M
G	3.7	74	BR	35	3957.6	46	M
G	1.09	74	BR	35	4027.1	46	M
G	4.3	74	KR	36	9.85	11.5	M
G-X-KA2	3.9	74	KR	36	11.8776	11.5	M
G-X-KA1	7.6	74	KR	36	11.9242	11.5	M
G	9.6	74	KR	36	62.84	11.5	M
G	1.46	74	KR	36	67.29	11.5	M
G	31.0	74	KR	36	89.7	11.5	M
G	3.3	74	KR	36	93.81	11.5	M
G	8.4	74	KR	36	123.36	11.5	M
G	8.1	74	KR	36	140.27	11.5	M
G	2.14	74	KR	36	149.72	11.5	M
G	18.0	74	KR	36	202.98	11.5	M
G	8.1	74	KR	36	216.9	11.5	M
G	4.3	74	KR	36	233.88	11.5	M
G	9.9	74	KR	36	296.67	11.5	M
G	9.3	74	KR	36	306.51	11.5	M
G	1.05	74	KR	36	609.2	11.5	M
G	1.46	74	KR	36	701.3	11.5	M
G	1.19	75	GE	32	198.6	82.78	M
G	11.4	75	GE	32	264.6	82.78	M
G-X-KA2	16.27	75	SE	34	10.508	119.79	D
G-X-KA1	31.7	75	SE	34	10.5437	119.79	D
G	1.112	75	SE	34	66.0518	119.79	D
G	3.42	75	SE	34	96.734	119.79	D
G	17.2	75	SE	34	121.1155	119.79	D
G	58.3	75	SE	34	136.0001	119.79	D
G	1.48	75	SE	34	198.606	119.79	D
G	58.9	75	SE	34	264.6576	119.79	D
G	24.99	75	SE	34	279.5422	119.79	D
G	1.316	75	SE	34	303.9236	119.79	D
G	11.47	75	SE	34	400.6572	119.79	D
G	5.2	75	BR	35	6.53	96.7	M
